AR_p,d,MA_q,SAR_P,D,SMA_Q,E,Box-Cox,IN_SAMPLE_MAPE,IN_SAMPLE_R2,IN_SAMPLE_MAE,AIC,IN_SAMPLE_TIME
0,2,1,0,0,1,12,False,0.08507592641446023,0.7806983571176237,0.4294474320260571,53.10229955470145,0.038613080978393555
0,2,1,1,0,0,12,False,0.08540501154006364,0.7785660139021918,0.4306769978974871,55.98966156277753,0.020811796188354492
2,2,0,0,0,0,12,False,0.08548995345238684,0.7722424336886974,0.438639887224016,62.55077136456245,0.004867076873779297
2,2,0,0,0,1,12,False,0.08567749628566035,0.7758567268903589,0.4387394504241848,59.031249643314325,0.05172300338745117
2,2,0,1,0,1,12,False,0.08578620065475928,0.7768537171838719,0.4396731815472199,60.74828862816263,0.10213923454284668
2,2,0,0,0,2,12,False,0.08588478115158911,0.7769459064246731,0.44029987380461505,60.72310895803021,0.07627391815185547
2,2,0,1,0,2,12,False,0.08590788533852196,0.7769683036062309,0.4404616337393607,62.71755991024339,0.15267086029052734
2,2,0,2,0,1,12,False,0.08593315839697047,0.776979578069152,0.4406262220822348,62.710220773233445,0.10590600967407227
2,2,0,2,0,2,12,False,0.08594602828645505,0.777007736781209,0.4406327793018086,64.70008769186204,0.20213723182678223
2,2,1,0,0,0,12,False,0.08650393026179172,0.7796171618842995,0.4354900162630442,59.05286165884096,0.011701107025146484
2,2,0,2,0,0,12,False,0.08657615412962077,0.7769415287781002,0.4432370789467739,61.398847427996905,0.0502469539642334
0,0,1,2,0,0,12,False,0.08836792057230701,0.7724084178254917,0.5042252365434994,89.40995527287907,0.10422992706298828
1,2,0,0,0,1,12,False,0.08850935916139148,0.7613103290476374,0.4492256449290883,66.44327603383223,0.014229059219360352
0,0,1,2,0,1,12,False,0.08863346326550886,0.7747291194695693,0.5060088475968224,87.88324839011528,0.15140700340270996
1,2,0,1,0,1,12,False,0.08901007344758549,0.7620944031502452,0.45209399205837153,68.34617663957559,0.04544782638549805
0,0,1,2,0,2,12,False,0.08908262971268566,0.7700297728105521,0.5090979458829354,94.82433465885921,0.20206809043884277
1,2,0,1,0,0,12,False,0.08917860895294895,0.7598809657831445,0.4537014192164924,68.23265784003124,0.02341294288635254
1,2,0,0,0,2,12,False,0.08962533063316269,0.7631851711413092,0.4559576177239381,68.20761789412438,0.039713144302368164
0,2,1,0,0,0,12,False,0.09012898172458876,0.7746917742388637,0.45281047611498276,58.20691684215909,0.00516510009765625
1,2,0,2,0,2,12,False,0.09026171595882848,0.7643561977793167,0.4594771691905593,71.15934751145798,0.20395302772521973
1,2,0,2,0,1,12,False,0.09028558073705402,0.7643582499742578,0.45959442536960715,69.16484390716985,0.07367992401123047
1,2,0,1,0,2,12,False,0.09036747165411661,0.7645652097834735,0.46022369488862286,69.24851800958984,0.23179888725280762
1,2,0,2,0,0,12,False,0.0903777501484551,0.7642872561990053,0.4600297170627525,67.17619620498803,0.04147982597351074
1,2,0,0,0,0,12,False,0.09058538974417185,0.7578430362028042,0.46411082849789514,68.32862028971252,0.004111051559448242
0,0,2,1,0,0,12,False,0.09064311995342995,0.8015270967825384,0.5030373251262844,97.23710540259944,0.10304093360900879
0,0,2,0,0,0,12,False,0.09148509480985705,0.8014026654978808,0.5072803161971225,95.52407384479795,0.014174938201904297
0,0,1,1,0,2,12,False,0.09902676735673792,0.7484139911762342,0.5708706594854688,111.20556813360125,0.1526172161102295
2,1,2,2,1,2,12,False,0.099496327319728,0.6839177429161621,0.5529735971602933,75.30981062459375,0.28338098526000977
2,1,1,2,1,2,12,False,0.09952644174573438,0.684516351580877,0.5533715601638933,73.06978067451179,0.2775852680206299
2,1,1,2,1,0,12,False,0.09954782287096513,0.6840417354930475,0.5533984513609088,69.24384549252684,0.2522597312927246
2,1,1,2,1,1,12,False,0.09956260429246351,0.6842262595401469,0.5536198097468779,71.1452789020326,0.2358841896057129
2,1,2,2,1,0,12,False,0.09957031836880197,0.6841047416770991,0.5534089412443489,71.24327498649244,0.2464148998260498
2,1,2,2,1,1,12,False,0.09957222811634163,0.6839576802070322,0.5539094989959895,73.20022050435173,0.26403021812438965
2,1,2,1,1,2,12,False,0.09964582280855971,0.6841784002693456,0.5536131296227634,73.33912805113329,0.26077985763549805
2,1,1,0,1,1,12,False,0.09989893889685947,0.6822617405420169,0.555442213727556,67.55937131022154,0.12678194046020508
2,1,1,1,1,2,12,False,0.09991065024904207,0.6822691776467645,0.5554411906362833,71.54157705111216,0.24678397178649902
2,1,2,0,1,1,12,False,0.10005542669817241,0.6823959599979994,0.5558161163524064,69.56053556760503,0.13196802139282227
2,1,1,1,1,1,12,False,0.10028600704592926,0.6831201089974043,0.5567846129230462,69.51593377397482,0.1688849925994873
2,1,2,1,1,1,12,False,0.10029477649063306,0.6833385771580891,0.5565315310619335,71.507593970479,0.17670392990112305
0,1,1,2,1,2,12,False,0.10030769367937083,0.6824038051865731,0.5568704866854226,70.12841537799018,0.059986114501953125
